Provider Number,Hospital Name,Address,City,State,Zip Code,County Name,SCIP-Inf-1 Performance Rate,SCIP-Inf-1 Achievement Points,SCIP-Inf-1 Improvement Points,SCIP-Inf-1 Measure Score,SCIP-Inf-2 Performance Rate,SCIP-Inf-2 Achievement Points,SCIP-Inf-2 Improvement Points,SCIP-Inf-2 Measure Score,SCIP-Inf-3 Performance Rate,SCIP-Inf-3 Achievement Points,SCIP-Inf-3 Improvement Points,SCIP-Inf-3 Measure Score,SCIP-Inf-4 Performance Rate,SCIP-Inf-4 Achievement Points,SCIP-Inf-4 Improvement Points,SCIP-Inf-4 Measure Score,SCIP-Inf-9 Performance Rate,SCIP-Inf-9 Achievement Points,SCIP-Inf-9 Improvement Points,SCIP-Inf-9 Measure Score,HAI Condition/Procedure Score
"010158","RUSSELLVILLE HOSPITAL","15155 HIGHWAY 43","Russellville","AL","35653","FRANKLIN","0.98630","0 out of 10","5 out of 9","5 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.97015","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","25"
"010164","COOSA VALLEY MEDICAL CENTER","315 W HICKORY ST","Sylacauga","AL","35150","TALLADEGA","1.00000","10 out of 10","0 out of 9","10 out of 10","0.96032","0 out of 10","2 out of 9","2 out of 10","0.98347","4 out of 10","2 out of 9","4 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","26"
"010168","JACK HUGHSTON MEMORIAL HOSPITAL","4401 RIVER CHASE DRIVE","Phenix City","AL","36867","RUSSELL","0.98182","0 out of 10","0 out of 9","0 out of 10","0.99083","3 out of 10","1 out of 9","3 out of 10","0.98598","4 out of 10","0 out of 9","4 out of 10","Not Available","Not Available","Not Available","Not Available","0.99615","9 out of 10","5 out of 9","9 out of 10","16"
"010169","ATMORE COMMUNITY HOSPITAL","401 MEDICAL PARK DRIVE","Atmore","AL","36502","ESCAMBIA","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.84615","0 out of 10","Not Available","0 out of 10","0"
"020001","PROVIDENCE ALASKA MEDICAL CENTER","BOX 196604","Anchorage","AK","99508","ANCHORAGE","0.98598","0 out of 10","6 out of 9","6 out of 10","0.97882","0 out of 10","0 out of 9","0 out of 10","0.98313","3 out of 10","0 out of 9","3 out of 10","0.98639","7 out of 10","6 out of 9","7 out of 10","0.97306","5 out of 10","6 out of 9","6 out of 10","22"
"020006","MAT-SU REGIONAL MEDICAL CENTER","2500 SOUTH WOODWORTH LOOP","Palmer","AK","99645","MATANUSKA-SUSITNA","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99083","6 out of 10","0 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available","0.98246","6 out of 10","0 out of 9","6 out of 10","32"
"020008","BARTLETT REGIONAL HOSPITAL","3260 HOSPITAL DR","Juneau","AK","99801","JUNEAU","0.96875","0 out of 10","3 out of 9","3 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","0.98246","6 out of 10","0 out of 9","6 out of 10","29"
"020012","FAIRBANKS MEMORIAL HOSPITAL","1650 COWLES STREET","Fairbanks","AK","99701","FAIRBANKS","0.98268","0 out of 10","0 out of 9","0 out of 10","0.99134","4 out of 10","5 out of 9","5 out of 10","0.98673","5 out of 10","1 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available","0.96364","3 out of 10","0 out of 9","3 out of 10","13"
"020017","ALASKA REGIONAL HOSPITAL","2801 DEBARR ROAD","Anchorage","AK","99508","ANCHORAGE","0.99481","6 out of 10","1 out of 9","6 out of 10","0.98961","3 out of 10","5 out of 9","5 out of 10","0.99459","8 out of 10","7 out of 9","8 out of 10","0.90361","0 out of 10","0 out of 9","0 out of 10","0.97590","5 out of 10","4 out of 9","5 out of 10","24"
"020018","YUKON KUSKOKWIM DELTA REG HOSPITAL","PO BOX 287","Bethel","AK","99559","BETHEL","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"020024","CENTRAL PENINSULA GENERAL HOSPITAL","250 HOSPITAL PLACE","Soldotna","AK","99669","KENAI-COOK INLET","0.99405","6 out of 10","0 out of 9","6 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99405","7 out of 10","0 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available","0.99429","9 out of 10","0 out of 9","9 out of 10","32"
"020026","ALASKA NATIVE MEDICAL CENTER","4315 DIPLOMACY DR","Anchorage","AK","99508","ANCHORAGE","0.97619","0 out of 10","6 out of 9","6 out of 10","0.99320","5 out of 10","8 out of 9","8 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","0.98947","8 out of 10","8 out of 9","8 out of 10","32"
"030001","MARYVALE HOSPITAL","5102 WEST CAMPBELL AVENUE","Phoenix","AZ","85031","MARICOPA","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.95833","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","0.92308","0 out of 10","3 out of 9","3 out of 10","23"
"030002","BANNER - UNIVERSITY MEDICAL CENTER PHOENIX CAMPUS","1111 EAST MCDOWELL ROAD","Phoenix","AZ","850062666","MARICOPA","0.99601","7 out of 10","4 out of 9","7 out of 10","0.98403","0 out of 10","0 out of 9","0 out of 10","0.97484","0 out of 10","1 out of 9","1 out of 10","0.93976","0 out of 10","3 out of 9","3 out of 10","0.99653","9 out of 10","9 out of 9","9 out of 10","20"
"030006","TUCSON MEDICAL CENTER","5301 EAST GRANT ROAD","Tucson","AZ","85712","PIMA","0.99812","8 out of 10","8 out of 9","8 out of 10","0.99248","5 out of 10","6 out of 9","6 out of 10","0.99053","6 out of 10","6 out of 9","6 out of 10","0.97661","5 out of 10","7 out of 9","7 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","37"
"030007","VERDE VALLEY MEDICAL CENTER","269 SOUTH CANDY LANE","Cottonwood","AZ","863264124","YAVAPAI","1.00000","10 out of 10","9 out of 9","10 out of 10","0.98969","3 out of 10","3 out of 9","3 out of 10","0.98233","3 out of 10","5 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available","0.98565","7 out of 10","7 out of 9","7 out of 10","25"
"030010","CARONDELET ST  MARYS HOSPITAL","1601 WEST ST MARY'S ROAD","Tucson","AZ","85745","PIMA","0.99282","5 out of 10","3 out of 9","5 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99244","7 out of 10","0 out of 9","7 out of 10","0.96732","3 out of 10","Not Available","3 out of 10","0.95268","1 out of 10","0 out of 9","1 out of 10","26"
"030011","CARONDELET ST JOSEPH'S HOSPITAL","350 NORTH WILMOT ROAD","Tucson","AZ","85711","PIMA","0.99475","6 out of 10","6 out of 9","6 out of 10","0.98425","0 out of 10","0 out of 9","0 out of 10","0.97814","2 out of 10","0 out of 9","2 out of 10","Not Available","Not Available","Not Available","Not Available","0.95806","2 out of 10","5 out of 9","5 out of 10","13"
"030012","YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD","Prescott","AZ","86301","YAVAPAI","0.99685","7 out of 10","7 out of 9","7 out of 10","0.99369","5 out of 10","2 out of 9","5 out of 10","0.96689","0 out of 10","0 out of 9","0 out of 10","0.93220","0 out of 10","0 out of 9","0 out of 10","0.99222","8 out of 10","8 out of 9","8 out of 10","20"
"030013","YUMA REGIONAL MEDICAL CENTER","2400 SOUTH AVENUE A","Yuma","AZ","853647127","YUMA","0.97946","0 out of 10","0 out of 9","0 out of 10","0.97558","0 out of 10","0 out of 9","0 out of 10","0.96089","0 out of 10","0 out of 9","0 out of 10","0.95683","0 out of 10","0 out of 9","0 out of 10","0.93723","0 out of 10","3 out of 9","3 out of 10","3"
"030014","JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL","250 EAST DUNLAP AVENUE","Phoenix","AZ","850202871","MARICOPA","0.98511","0 out of 10","1 out of 9","1 out of 10","0.99002","3 out of 10","3 out of 9","3 out of 10","0.99490","8 out of 10","8 out of 9","8 out of 10","0.99000","8 out of 10","1 out of 9","8 out of 10","0.99148","8 out of 10","8 out of 9","8 out of 10","28"
"030016","BANNER CASA GRANDE MEDICAL CENTER","1800 EAST FLORENCE BOULEVARD","Casa Grande","AZ","85222","PINAL","0.99422","6 out of 10","6 out of 9","6 out of 10","0.98266","0 out of 10","3 out of 9","3 out of 10","0.94495","0 out of 10","3 out of 9","3 out of 10","Not Available","Not Available","Not Available","Not Available","0.92195","0 out of 10","5 out of 9","5 out of 10","17"
"030022","MARICOPA MEDICAL CENTER","2601 EAST ROOSEVELT STREET","Phoenix","AZ","85008","MARICOPA","0.95349","0 out of 10","0 out of 9","0 out of 10","0.98450","0 out of 10","6 out of 9","6 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","0.90741","0 out of 10","3 out of 9","3 out of 10","19"
"030023","FLAGSTAFF MEDICAL CENTER","1200 NORTH BEAVER STREET","Flagstaff","AZ","86002","COCONINO","0.99083","3 out of 10","0 out of 9","3 out of 10","0.99310","5 out of 10","8 out of 9","8 out of 10","0.99301","7 out of 10","6 out of 9","7 out of 10","0.96748","3 out of 10","3 out of 9","3 out of 10","0.99441","9 out of 10","8 out of 9","9 out of 10","30"
"030024","ST JOSEPH'S HOSPITAL AND MEDICAL CENTER","350 WEST THOMAS ROAD","Phoenix","AZ","850134496","MARICOPA","1.00000","10 out of 10","9 out of 9","10 out of 10","0.98681","1 out of 10","3 out of 9","3 out of 10","0.97826","2 out of 10","4 out of 9","4 out of 10","0.95105","0 out of 10","0 out of 9","0 out of 10","0.99444","9 out of 10","9 out of 9","9 out of 10","26"
"030030","PHOENIX BAPTIST HOSPITAL","2000 WEST BETHANY HOME ROAD","Phoenix","AZ","85015","MARICOPA","0.99125","4 out of 10","1 out of 9","4 out of 10","0.99561","7 out of 10","8 out of 9","8 out of 10","0.96119","0 out of 10","0 out of 9","0 out of 10","0.99329","9 out of 10","9 out of 9","9 out of 10","0.97879","6 out of 10","6 out of 9","6 out of 10","27"
"030033","PAYSON REGIONAL MEDICAL CENTER","807 SOUTH PONDEROSA DRIVE","Payson","AZ","855415542","GILA","0.96190","0 out of 10","0 out of 9","0 out of 10","0.98095","0 out of 10","2 out of 9","2 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","22"
"030036","CHANDLER REGIONAL MEDICAL CENTER","1955 WEST FRYE ROAD","Chandler","AZ","85224","MARICOPA","0.99792","8 out of 10","7 out of 9","8 out of 10","0.99376","5 out of 10","6 out of 9","6 out of 10","0.98696","5 out of 10","5 out of 9","5 out of 10","0.91250","0 out of 10","0 out of 9","0 out of 10","0.97806","6 out of 10","7 out of 9","7 out of 10","26"
"030037","ST LUKE'S MEDICAL CENTER","1800 EAST VAN BUREN STREET","Phoenix","AZ","850063702","MARICOPA","0.99769","8 out of 10","0 out of 9","8 out of 10","0.99423","6 out of 10","5 out of 9","6 out of 10","0.98935","6 out of 10","4 out of 9","6 out of 10","0.98592","7 out of 10","7 out of 9","7 out of 10","0.96390","3 out of 10","0 out of 9","3 out of 10","30"
"030038","SCOTTSDALE HEALTHCARE OSBORN MEDICAL CENTER","7400 EAST OSBORN ROAD","Scottsdale","AZ","85251","MARICOPA","0.99091","3 out of 10","6 out of 9","6 out of 10","0.99696","7 out of 10","8 out of 9","8 out of 10","0.98083","3 out of 10","0 out of 9","3 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.97163","5 out of 10","6 out of 9","6 out of 10","33"
"030043","SIERRA VISTA REGIONAL HEALTH CENTER","300 EL CAMINO REAL","Sierra Vista","AZ","85635","COCHISE","1.00000","10 out of 10","9 out of 9","10 out of 10","0.96947","0 out of 10","6 out of 9","6 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","0.90517","0 out of 10","6 out of 9","6 out of 10","32"
"030055","KINGMAN REGIONAL MEDICAL CENTER","3269 STOCKTON HILL ROAD","Kingman","AZ","86409","MOHAVE","0.99597","7 out of 10","8 out of 9","8 out of 10","0.97177","0 out of 10","1 out of 9","1 out of 10","0.94444","0 out of 10","0 out of 9","0 out of 10","0.94000","0 out of 10","0 out of 9","0 out of 10","0.93056","0 out of 10","1 out of 9","1 out of 10","10"
"030061","BANNER BOSWELL MEDICAL CENTER","10401 WEST THUNDERBIRD BOULEVARD","Sun City","AZ","85351","MARICOPA","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99581","7 out of 10","8 out of 9","8 out of 10","0.98249","3 out of 10","6 out of 9","6 out of 10","0.98830","7 out of 10","7 out of 9","7 out of 10","0.99632","9 out of 10","9 out of 9","9 out of 10","40"
"030062","SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER","2200 SHOW LOW LAKE ROAD","Show Low","AZ","859017800","NAVAJO","0.97949","0 out of 10","7 out of 9","7 out of 10","0.96392","0 out of 10","7 out of 9","7 out of 10","0.93617","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","0.95259","1 out of 10","0 out of 9","1 out of 10","15"
"030064","BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS","1501 NORTH CAMPBELL AVENUE","Tucson","AZ","857245146","PIMA","0.96739","0 out of 10","0 out of 9","0 out of 10","0.98087","0 out of 10","4 out of 9","4 out of 10","0.96667","0 out of 10","2 out of 9","2 out of 10","0.94783","0 out of 10","0 out of 9","0 out of 10","0.95253","1 out of 10","2 out of 9","2 out of 10","8"
"030065","BANNER DESERT MEDICAL CENTER","1400 SOUTH  DOBSON ROAD","Mesa","AZ","85202","MARICOPA","0.98305","0 out of 10","1 out of 9","1 out of 10","0.99364","5 out of 10","6 out of 9","6 out of 10","0.97566","1 out of 10","4 out of 9","4 out of 10","0.94444","0 out of 10","0 out of 9","0 out of 10","0.99550","9 out of 10","9 out of 9","9 out of 10","20"
"030068","MT GRAHAM REGIONAL MEDICAL CENTER","1600  SOUTH 20TH AVENUE","Safford","AZ","855464097","GRAHAM","0.94737","0 out of 10","0 out of 9","0 out of 10","0.98947","3 out of 10","0 out of 9","3 out of 10","0.95745","0 out of 10","1 out of 9","1 out of 10","Not Available","Not Available","Not Available","Not Available","0.96748","4 out of 10","0 out of 9","4 out of 10","8"
"030069","HAVASU REGIONAL MEDICAL CENTER","101 CIVIC CENTER LANE","Lake Havasu City","AZ","864035683","MOHAVE","0.98953","3 out of 10","0 out of 9","3 out of 10","0.96316","0 out of 10","0 out of 9","0 out of 10","0.98356","4 out of 10","3 out of 9","4 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","0.97855","6 out of 10","7 out of 9","7 out of 10","24"
"030071","FORT DEFIANCE INDIAN HOSPITAL","PO BOX 649","Ft. Defiance","AZ","865040649","APACHE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","Not Available","10 out of 10","10"
"030073","TUBA CITY REGIONAL HEALTH CARE CORPORATION","PO BOX 600","Tuba City","AZ","860450600","COCONINO","0.93293","0 out of 10","5 out of 9","5 out of 10","0.93865","0 out of 10","0 out of 9","0 out of 10","0.96894","0 out of 10","6 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available","0.98473","7 out of 10","5 out of 9","7 out of 10","18"
"030078","PHOENIX INDIAN MEDICAL CENTER","4212 NORTH 16TH STREET","Phoenix","AZ","850165389","MARICOPA","1.00000","10 out of 10","9 out of 9","10 out of 10","0.94737","0 out of 10","0 out of 9","0 out of 10","0.94737","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","10"
"030083","PARADISE VALLEY HOSPITAL","3929 EAST BELL ROAD","Phoenix","AZ","850322196","MARICOPA","0.97794","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.96875","0 out of 10","3 out of 9","3 out of 10","Not Available","Not Available","Not Available","Not Available","0.97619","5 out of 10","7 out of 9","7 out of 10","20"
"030084","CHINLE COMPREHENSIVE HEALTH CARE FACILITY","US HWY 191, HOSPITAL ROAD","Chinle","AZ","865031010","APACHE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"030085","NORTHWEST MEDICAL CENTER","6200 NORTH LA CHOLLA BOULEVARD","Tucson","AZ","85741","PIMA","0.99784","8 out of 10","2 out of 9","8 out of 10","0.99423","6 out of 10","4 out of 9","6 out of 10","0.98325","3 out of 10","0 out of 9","3 out of 10","0.96296","2 out of 10","7 out of 9","7 out of 10","0.96814","4 out of 10","6 out of 9","6 out of 10","30"
