Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Measure_Description,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-2_Overall_Footnote,HBIPS-2_1-12_Rate_Per_1000,HBIPS-2_1-12_Num,HBIPS-2_1-12_Den,HBIPS-2_1-12_Footnote,HBIPS-2_13-17_Rate_Per_1000,HBIPS-2_13-17_Num,HBIPS-2_13-17_Den,HBIPS-2_13-17_Footnote,HBIPS-2_18-64_Rate_Per_1000,HBIPS-2_18-64_Num,HBIPS-2_18-64_Den,HBIPS-2_18-64_Footnote,HBIPS-2_65_Over_Rate_Per_1000,HBIPS-2_65_Over_Num,HBIPS-2_65_Over_Den,HBIPS-2_65_Over_Footnote,HBIPS-3_Measure_Description,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-3_Overall_Footnote,HBIPS-3_1-12_Rate_Per_1000,HBIPS-3_1-12_Num,HBIPS-3_1-12_Den,HBIPS-3_1-12_Footnote,HBIPS-3_13-17_Rate_Per_1000,HBIPS-3_13-17_Num,HBIPS-3_13-17_Den,HBIPS-3_13-17_Footnote,HBIPS-3_18-64_Rate_Per_1000,HBIPS-3_18-64_Num,HBIPS-3_18-64_Den,HBIPS-3_18-64_Footnote,HBIPS-3_65_Over_Rate_Per_1000,HBIPS-3_65_Over_Num,HBIPS-3_65_Over_Den,HBIPS-3_65_Over_Footnote,HBIPS-4_Measure_Description,HBIPS-4_Overall_%_of_Total,HBIPS-4_Overall_Num,HBIPS-4_Overall_Den,HBIPS-4_Overall_Footnote,HBIPS-4_1-12_%_of_Total,HBIPS-4_1-12_Num,HBIPS-4_1-12_Den,HBIPS-4_1-12_Footnote,HBIPS-4_13-17_%_of_Total,HBIPS-4_13-17_Num,HBIPS-4_13-17_Den,HBIPS-4_13-17_Footnote,HBIPS-4_18-64_%_of_Total,HBIPS-4_18-64_Num,HBIPS-4_18-64_Den,HBIPS-4_18-64_Footnote,HBIPS-4_65_Over_%_of_Total,HBIPS-4_65_Over_Num,HBIPS-4_65_Over_Den,HBIPS-4_65_Over_Footnote,HBIPS-5_Measure_Description,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-5_Overall_Footnote,HBIPS-5_1-12_%_of_Total,HBIPS-5_1-12_Num,HBIPS-5_1-12_Den,HBIPS-5_1-12_Footnote,HBIPS-5_13-17_%_of_Total,HBIPS-5_13-17_Num,HBIPS-5_13-17_Den,HBIPS-5_13-17_Footnote,HBIPS-5_18-64_%_of_Total,HBIPS-5_18-64_Num,HBIPS-5_18-64_Den,HBIPS-5_18-64_Footnote,HBIPS-5_65_Over_%_of_Total,HBIPS-5_65_Over_Num,HBIPS-5_65_Over_Den,HBIPS-5_65_Over_Footnote,HBIPS-6_Measure_Description,HBIPS-6_Overall_%_of_Total,HBIPS-6_Overall_Num,HBIPS-6_Overall_Den,HBIPS-6_Overall_Footnote,HBIPS-6_1-12_%_of_Total,HBIPS-6_1-12_Num,HBIPS-6_1-12_Den,HBIPS-6_1-12_Footnote,HBIPS-6_13-17_%_of_Total,HBIPS-6_13-17_Num,HBIPS-6_13-17_Den,HBIPS-6_13-17_Footnote,HBIPS-6_18-64_%_of_Total,HBIPS-6_18-64_Num,HBIPS-6_18-64_Den,HBIPS-6_18-64_Footnote,HBIPS-6_65_Over_%_of_Total,HBIPS-6_65_Over_Num,HBIPS-6_65_Over_Den,HBIPS-6_65_Over_Footnote,HBIPS-7_Measure_Description,HBIPS-7_Overall_%_of_Total,HBIPS-7_Overall_Num,HBIPS-7_Overall_Den,HBIPS-7_Overall_Footnote,HBIPS-7_1-12_%_of_Total,HBIPS-7_1-12_Num,HBIPS-7_1-12_Den,HBIPS-7_1-12_Footnote,HBIPS-7_13-17_%_of_Total,HBIPS-7_13-17_Num,HBIPS-7_13-17_Den,HBIPS-7_13-17_Footnote,HBIPS-7_18-64_%_of_Total,HBIPS-7_18-64_Num,HBIPS-7_18-64_Den,HBIPS-7_18-64_Footnote,HBIPS-7_65_Over_%_of_Total,HBIPS-7_65_Over_Num,HBIPS-7_65_Over_Den,HBIPS-7_65_Over_Footnote,Start_Date,End_Date
"154051","WELLSTONE REGIONAL HOSPITAL","2700 VISSING PARK RD","JEFFERSONVILLE","IN","47130","CLARK","Hours of physical-restraint use","0.03","13.18","18226","","0.13","7.08","2210","","0.05","4.07","3134","","0.01","2.03","8087","","0.00","0","4795","","Hours of seclusion","0.03","14.49","18226","","0.03","1.41","2210","","0.07","5.03","3134","","0.04","8.05","8087","","0.00","0","4795","","Patients discharged on multiple antipsychotic medications","4.76","27","567","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","51.85","14","27","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","94.49","771","816","","95.10","194","204","","96.34","184","191","","94.38","235","249","","91.86","158","172","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","93.75","765","816","","94.61","193","204","","95.29","182","191","","93.98","234","249","","90.70","156","172","","04/01/2013","12/31/2013"
"154052","PORTER-STARKE SERVICES INC","701 WALL ST","VALPARAISO","IN","46383","PORTER","Hours of physical-restraint use","0.05","2.45","2060","","Not Available","0","0","7","Not Available","0","0","7","0.05","2.45","1901","","0.00","0","159","","Hours of seclusion","0.13","6.3","2060","","Not Available","0","0","7","Not Available","0","0","7","0.14","6.3","1901","","0.00","0","159","","Patients discharged on multiple antipsychotic medications","4.12","20","486","","Not Available","0","0","7","Not Available","0","0","7","4.38","20","457","","0.00","0","29","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","100.00","524","524","","Not Available","0","0","7","Not Available","0","0","7","100.00","495","495","","100.00","29","29","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","68.51","359","524","","Not Available","0","0","7","Not Available","0","0","7","68.48","339","495","","68.97","20","29","","04/01/2013","12/31/2013"
"154053","MERIDIAN SERVICES CORP","2401 W UNIVERSITY AVE","MUNCIE","IN","47303","DELAWARE","Hours of physical-restraint use","0.00","0","2663","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","1154","","0.00","0","1509","","Hours of seclusion","0.00",".3","2663","","Not Available","0","0","7","Not Available","0","0","7","0.01",".3","1154","","0.00","0","1509","","Patients discharged on multiple antipsychotic medications","22.40","69","308","","Not Available","0","0","7","Not Available","0","0","7","21.60","27","125","","22.95","42","183","","Patients discharged on multiple antipsychotic medications with appropriate justification","0.00","0","308","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","125","","0.00","0","183","","Post-discharge continuing care plan created","82.79","255","308","","Not Available","0","0","7","Not Available","0","0","7","78.40","98","125","","85.79","157","183","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","90.58","279","308","","Not Available","0","0","7","Not Available","0","0","7","88.80","111","125","","91.80","168","183","","04/01/2013","12/31/2013"
"154054","HARSHA BEHAVIORAL CENTER INC","1420 E CROSSING BLVD","TERRE HAUTE","IN","47802","VIGO","Hours of physical-restraint use","0.07","16","9078","","0.13","8","2624","","0.10","8","3260","","0.00","0","305","","0.00","0","2889","","Hours of seclusion","0.00","0","9078","","0.00","0","2624","","0.00","0","3260","","0.00","0","305","","0.00","0","2889","","Patients discharged on multiple antipsychotic medications","6.21","48","773","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","58.70","27","46","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","99.81","1078","1080","","99.46","371","373","","100.00","462","462","","100.00","31","31","","100.00","214","214","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","98.89","1068","1080","","98.93","369","373","","98.70","456","462","","100.00","31","31","","99.07","212","214","","04/01/2013","12/31/2013"
"154055","BRENTWOOD MEADOWS LLC","4488 ROSLIN RD","NEWBURGH","IN","47630","WARRICK","Hours of physical-restraint use","0.00",".08","4644","","Not Available","0","0","7","Not Available","0","0","7","0.00",".08","4365","","0.00","0","279","","Hours of seclusion","0.00","0","4644","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","4365","","0.00","0","279","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","99.51","204","205","","Not Available","0","0","7","Not Available","0","0","7","99.43","175","176","","100.00","29","29","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","99.02","203","205","","Not Available","0","0","7","Not Available","0","0","7","98.86","174","176","","100.00","29","29","","04/01/2013","12/31/2013"
"154056","EVANSVILLE STATE HOSPITAL","3400 LINCOLN AVENUE","EVANSVILLE","IN","47714","VANDERBURGH","Hours of physical-restraint use","0.05","49.26","41230","","Not Available","0","0","7","Not Available","0","0","7","0.06","48.76","32476","","0.00",".5","8754","","Hours of seclusion","0.00","4.41","41230","","Not Available","0","0","7","Not Available","0","0","7","0.01","4.41","32476","","0.00","0","8754","","Patients discharged on multiple antipsychotic medications","35.42","17","48","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","82.35","14","17","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","100.00","49","49","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","97.96","48","49","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","04/01/2013","12/31/2013"
"154057","OPTIONS BEHAVIORAL HEALTH SYSTEM","5602 CAITO DRIVE","INDIANAPOLIS","IN","46226","MARION","Hours of physical-restraint use","0.07","7.96","4946","","0.35","5.91","699","","0.02",".68","1346","","0.03","1.37","1660","","0.00","0","1241","","Hours of seclusion","0.00","0","4946","","0.00","0","699","","0.00","0","1346","","0.00","0","1660","","0.00","0","1241","","Patients discharged on multiple antipsychotic medications","6.45","22","341","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","91.60","458","500","","89.11","90","101","","92.00","138","150","","94.51","155","164","","88.24","75","85","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","78.80","394","500","","83.17","84","101","","79.33","119","150","","75.00","123","164","","80.00","68","85","","04/01/2013","12/31/2013"
"154058","DOCTORS NEUROPSYCHIATRIC HOSPITAL","417 S WHITLOCK ST","BREMEN","IN","46506","MARSHALL","Hours of physical-restraint use","4.37","20304","193536","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","96768","","8.74","20304","96768","","Hours of seclusion","0.00","49.57","417072","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","20304","","0.01","49.57","396768","","Patients discharged on multiple antipsychotic medications","57.41","310","540","","Not Available","0","0","7","Not Available","0","0","7","21.52","51","237","","85.48","259","303","","Patients discharged on multiple antipsychotic medications with appropriate justification","10.69","31","290","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","94.64","371","392","","Not Available","0","0","7","Not Available","0","0","7","95.24","60","63","","94.53","311","329","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","94.64","371","392","","Not Available","0","0","7","Not Available","0","0","7","95.24","60","63","","94.53","311","329","","04/01/2013","12/31/2013"
"154059","SYCAMORE SPRINGS","833 PARK EAST BLVD","LAFAYETTE","IN","47905","TIPPECANOE","Hours of physical-restraint use","0.00","1.01","8897","","Not Available","0","0","7","Not Available","0","0","7","0.01","1.01","6897","","0.00","0","2000","","Hours of seclusion","0.00",".36","8897","","Not Available","0","0","7","Not Available","0","0","7","0.00",".18","6897","","0.00",".18","2000","","Patients discharged on multiple antipsychotic medications","10.99","21","191","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","98.71","307","311","","Not Available","0","0","7","Not Available","0","0","7","99.42","171","172","","97.84","136","139","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","89.39","278","311","","Not Available","0","0","7","Not Available","0","0","7","93.02","160","172","","84.89","118","139","","04/01/2013","12/31/2013"
"160005","ST ANTHONY REGIONAL HOSPITAL & NURSING HOME","311 SOUTH CLARK STREET","CARROLL","IA","51401","CARROLL","Hours of physical-restraint use","0.00","0","2067","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","1891","","0.00","0","176","","Hours of seclusion","0.00","0","2067","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","1891","","0.00","0","176","","Patients discharged on multiple antipsychotic medications","15.89","17","107","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","0.00","0","11","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","73.56","128","174","","Not Available","0","0","7","Not Available","0","0","7","75.66","115","152","","59.09","13","22","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","36.21","63","174","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","04/01/2013","12/31/2013"
