Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,PN-3b Performance Rate,PN-3b Achievement Points,PN-3b Improvement Points,PN-3b Measure Score,PN-6 Performance Rate,PN-6 Achievement Points,PN-6 Improvement Points,PN-6 Measure Score,PN Condition/Procedure Score
"450373","EAST TEXAS MEDICAL CENTER MOUNT VERNON","500 S STATE HWY 37","Mount Vernon","TX","75457","FRANKLIN","0.92308","0 out of 10","1 out of 9","1 out of 10","0.72222","0 out of 10","0 out of 9","0 out of 10","1"
"190044","ACADIA GENERAL HOSPITAL","1305 CROWLEY RAYNE HIGHWAY","Crowley","LA","70526","ACADIA","0.95420","0 out of 10","2 out of 9","2 out of 10","0.89796","0 out of 10","4 out of 9","4 out of 10","6"
"420018","PALMETTO HEALTH RICHLAND","5 RICHLAND MEDICAL PARK","Columbia","SC","29203","RICHLAND","0.97585","0 out of 10","7 out of 9","7 out of 10","0.93651","0 out of 10","0 out of 9","0 out of 10","7"
"140030","SHERMAN HOSPITAL","1425 NORTH RANDALL ROAD","Elgin","IL","60123","KANE","0.99739","8 out of 10","1 out of 9","8 out of 10","0.99505","8 out of 10","9 out of 9","9 out of 10","17"
"060024","UNIVERSITY OF COLORADO HOSPITAL ANSCHUTZ INPATIENT","12605 EAST 16TH AVENUE","Aurora","CO","80045","ADAMS","0.93333","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"180095","CRITTENDEN HEALTH SYSTEM","520 WEST GUM STREET","Marion","KY","42064","CRITTENDEN","1.00000","10 out of 10","9 out of 9","10 out of 10","0.69231","0 out of 10","0 out of 9","0 out of 10","10"
"110086","WASHINGTON COUNTY REGIONAL MEDICAL CENTER","610 SPARTA ROAD","Sandersville","GA","31082","WASHINGTON","0.90909","0 out of 10","0 out of 9","0 out of 10","0.78723","0 out of 10","0 out of 9","0 out of 10","0"
"340051","WATAUGA MEDICAL CENTER","336 DEERFIELD ROAD","Boone","NC","28607","WATAUGA","0.94186","0 out of 10","0 out of 9","0 out of 10","0.96875","3 out of 10","7 out of 9","7 out of 10","7"
"310003","PALISADES MEDICAL CENTER","7600 RIVER RD","North Bergen","NJ","07047","HUDSON","0.97110","0 out of 10","0 out of 9","0 out of 10","0.95455","0 out of 10","0 out of 9","0 out of 10","0"
"150153","ST VINCENT HEART CENTER OF INDIANA LLC","10580 N MERIDIAN ST","Indianapolis","IN","46290","HAMILTON","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"030024","ST JOSEPH'S HOSPITAL AND MEDICAL CENTER","350 WEST THOMAS ROAD","Phoenix","AZ","850134496","MARICOPA","0.95455","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"050272","REDLANDS COMMUNITY HOSPITAL","350 TERRACINA BLVD","Redlands","CA","92373","SAN BERNARDINO","0.96825","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"370203","COMMUNITY HOSPITAL, LLC","3100 SOUTHWEST 89TH STREET","Oklahoma City","OK","73159","OKLAHOMA","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"060071","DELTA COUNTY MEMORIAL HOSPITAL","1501 E 3RD STREET","Delta","CO","81416","DELTA","0.91860","0 out of 10","0 out of 9","0 out of 10","0.90476","0 out of 10","0 out of 9","0 out of 10","0"
"160112","SPENCER MUNICIPAL HOSPITAL","1200 1ST AVENUE EAST","Spencer","IA","51301","CLAY","0.96610","0 out of 10","0 out of 9","0 out of 10","0.95238","0 out of 10","2 out of 9","2 out of 10","2"
"150015","FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY","301 W HOMER ST","Michigan City","IN","46360","LA PORTE","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","20"
"450883","BAYLOR MEDICAL CENTER AT TROPHY CLUB","2850  E STATE HIGHWAY 114","Trophy Club","TX","76262","DENTON","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"140137","GREENVILLE REGIONAL HOSPITAL","200 HEALTHCARE DR","Greenville","IL","62246","BOND","1.00000","10 out of 10","9 out of 9","10 out of 10","0.97436","4 out of 10","9 out of 9","9 out of 10","19"
"150115","MEMORIAL HOSPITAL AND HEALTH CARE CENTER","800 W 9TH ST","Jasper","IN","47546","DUBOIS","0.97414","0 out of 10","0 out of 9","0 out of 10","0.96842","3 out of 10","6 out of 9","6 out of 10","6"
"370216","TULSA SPINE & SPECIALTY HOSPITAL","6901 SOUTH OLYMPIA AVENUE","Tulsa","OK","74132","TULSA","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450411","EASTLAND MEMORIAL HOSPITAL","304 S DAUGHERTY","Eastland","TX","76448","EASTLAND","0.88462","0 out of 10","0 out of 9","0 out of 10","0.91304","0 out of 10","1 out of 9","1 out of 10","1"
"420011","CANNON MEMORIAL HOSPITAL","123 MEDICAL PARK DRIVE PO BOX 188","Pickens","SC","29671","PICKENS","0.97619","0 out of 10","3 out of 9","3 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","13"
"330188","MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER","5300 MILITARY ROAD","Lewiston","NY","14092","NIAGARA","0.94964","0 out of 10","0 out of 9","0 out of 10","0.95745","0 out of 10","5 out of 9","5 out of 10","5"
"100291","WUESTHOFF MEDICAL CENTER - MELBOURNE","250 NORTH WICKHAM ROAD","Melbourne","FL","32935","BREVARD","1.00000","10 out of 10","9 out of 9","10 out of 10","0.95714","0 out of 10","5 out of 9","5 out of 10","15"
"310051","OVERLOOK MEDICAL CENTER","99 BEAUVOIR AVENUE","Summit","NJ","07902","UNION","1.00000","10 out of 10","9 out of 9","10 out of 10","0.97917","5 out of 10","7 out of 9","7 out of 10","17"
"360071","VAN WERT COUNTY HOSPITAL","1250 S WASHINGTON STREET","Van Wert","OH","45891","VAN WERT","1.00000","10 out of 10","9 out of 9","10 out of 10","0.98113","5 out of 10","0 out of 9","5 out of 10","15"
"440040","PERRY COMMUNITY HOSPITAL","2718 SQUIRREL HOLLOW DRIVE","Linden","TN","37096","PERRY","Not Available","Not Available","Not Available","Not Available","0.57143","0 out of 10","0 out of 9","0 out of 10","0"
"530011","MEMORIAL HOSPITAL SWEETWATER COUNTY","1200 COLLEGE DRIVE","Rock Springs","WY","82901-5868","SWEETWATER","0.97368","0 out of 10","7 out of 9","7 out of 10","0.90323","0 out of 10","0 out of 9","0 out of 10","7"
"340099","VIDANT ROANOKE CHOWAN HOSPITAL","500 S ACADEMY ST","Ahoskie","NC","27910","HERTFORD","0.98630","4 out of 10","5 out of 9","5 out of 10","0.98630","6 out of 10","0 out of 9","6 out of 10","11"
"340040","VIDANT MEDICAL CENTER","2100 STANTONSBURG RD","Greenville","NC","278356028","PITT","0.96022","0 out of 10","0 out of 9","0 out of 10","0.98684","7 out of 10","5 out of 9","7 out of 10","7"
"050770","LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA","28062 BAXTER ROAD","Murrieta","CA","92563","RIVERSIDE","0.85714","0 out of 10","Not Available","0 out of 10","0.82946","0 out of 10","Not Available","0 out of 10","0"
"050485","LONG BEACH MEMORIAL MEDICAL CENTER","2801 ATLANTIC AVE","Long Beach","CA","90806","LOS ANGELES","0.98953","5 out of 10","8 out of 9","8 out of 10","0.97959","5 out of 10","2 out of 9","5 out of 10","13"
"450702","LONGVIEW REGIONAL MEDICAL CENTER","2901 N FOURTH ST","Longview","TX","75605","GREGG","0.98758","4 out of 10","7 out of 9","7 out of 10","0.97170","3 out of 10","1 out of 9","3 out of 10","10"
"050740","MARINA DEL REY HOSPITAL","4650 LINCOLN BLVD","Marina Del Rey","CA","90292","LOS ANGELES","0.93478","0 out of 10","0 out of 9","0 out of 10","0.86301","0 out of 10","0 out of 9","0 out of 10","0"
"260200","SSM ST JOSEPH HOSPITAL WEST","100 MEDICAL PLAZA","Lake Saint Louis","MO","63367","ST. CHARLES","0.95876","0 out of 10","0 out of 9","0 out of 10","0.94737","0 out of 10","0 out of 9","0 out of 10","0"
"100246","LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE","1700 S 23RD ST","Fort Pierce","FL","34950","ST. LUCIE","0.99689","8 out of 10","0 out of 9","8 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","18"
"420078","GHS GREENVILLE MEMORIAL HOSPITAL","701 GROVE RD","Greenville","SC","29605","GREENVILLE","0.98453","3 out of 10","2 out of 9","3 out of 10","0.96094","1 out of 10","0 out of 9","1 out of 10","4"
"390013","EVANGELICAL COMMUNITY HOSPITAL","ONE HOSPITAL DRIVE","Lewisburg","PA","17837","UNION","0.99070","6 out of 10","7 out of 9","7 out of 10","0.96429","2 out of 10","0 out of 9","2 out of 10","9"
"360051","MIAMI VALLEY HOSPITAL","ONE WYOMING STREET","Dayton","OH","45409","MONTGOMERY","1.00000","10 out of 10","9 out of 9","10 out of 10","0.98684","7 out of 10","0 out of 9","7 out of 10","17"
"180020","MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT","3600 WEST CUMBERLAND AVENUE","Middlesboro","KY","40965","BELL","0.99091","6 out of 10","6 out of 9","6 out of 10","0.92784","0 out of 10","0 out of 9","0 out of 10","6"
"260068","BOONE HOSPITAL CENTER","1600 E BROADWAY","Columbia","MO","65201-5844","BOONE","0.97959","1 out of 10","0 out of 9","1 out of 10","0.98131","5 out of 10","5 out of 9","5 out of 10","6"
"050189","GEORGE L MEE MEMORIAL HOSPITAL","300 CANAL STREET","King City","CA","93930","MONTEREY","0.75000","0 out of 10","0 out of 9","0 out of 10","0.81818","0 out of 10","0 out of 9","0 out of 10","0"
"060054","COMMUNITY HOSPITAL","2021 N 12TH ST","Grand Junction","CO","81501","MESA","0.94118","0 out of 10","0 out of 9","0 out of 10","0.95775","0 out of 10","5 out of 9","5 out of 10","5"
"420083","MARY BLACK MEMORIAL HOSPITAL","1700 SKYLYN DR BOX 3217","Spartanburg","SC","29307","SPARTANBURG","0.99286","7 out of 10","5 out of 9","7 out of 10","0.98039","5 out of 10","4 out of 9","5 out of 10","12"
"140181","SOUTH SHORE HOSPITAL","8012 SOUTH CRANDON AVENUE","Chicago","IL","60617","COOK","0.93548","0 out of 10","3 out of 9","3 out of 10","0.80851","0 out of 10","0 out of 9","0 out of 10","3"
"360090","ST LUKE'S HOSPITAL","5901 MONCLOVA ROAD","Maumee","OH","43537","LUCAS","0.94964","0 out of 10","0 out of 9","0 out of 10","0.91358","0 out of 10","0 out of 9","0 out of 10","0"
"050575","GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER","21530 S PIONEER BLVD","Hawaiian Gardens","CA","90716","LOS ANGELES","0.96296","0 out of 10","0 out of 9","0 out of 10","0.95238","0 out of 10","6 out of 9","6 out of 10","6"
"060013","MERCY REGIONAL MEDICAL CENTER","1010 THREE SPRINGS BLVD","Durango","CO","81301","LA PLATA","0.95833","0 out of 10","0 out of 9","0 out of 10","0.93023","0 out of 10","0 out of 9","0 out of 10","0"
"510012","PLEASANT VALLEY HOSPITAL","2520 VALLEY DRIVE","Point Pleasant","WV","25550","MASON","0.98947","5 out of 10","7 out of 9","7 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","17"
"100234","WEST PALM HOSPITAL","2201 45TH ST","West Palm Beach","FL","33407","PALM BEACH","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","20"
"390066","GOOD SAMARITAN HOSPITAL","FOURTH AND WALNUT STREETS","Lebanon","PA","17042","LEBANON","0.98750","4 out of 10","7 out of 9","7 out of 10","0.95804","0 out of 10","5 out of 9","5 out of 10","12"
"390065","GETTYSBURG HOSPITAL","147 GETTYS STREET","Gettysburg","PA","17325","ADAMS","0.97030","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"180093","BAPTIST HEALTH MADISONVILLE","900 HOSPITAL DRIVE","Madisonville","KY","42431","HOPKINS","1.00000","10 out of 10","0 out of 9","10 out of 10","0.98131","5 out of 10","5 out of 9","5 out of 10","15"
"150082","DEACONESS HOSPITAL INC","600 MARY ST","Evansville","IN","47747","VANDERBURGH","0.97080","0 out of 10","5 out of 9","5 out of 10","0.94937","0 out of 10","0 out of 9","0 out of 10","5"
"150167","ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC","11130 PARKVIEW CIRCLE DR","Fort Wayne","IN","46845","ALLEN","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"040016","UAMS MEDICAL CENTER","4301 WEST MARKHAM STREET MAIL SLOT 612","Little Rock","AR","72205","PULASKI","0.94248","0 out of 10","0 out of 9","0 out of 10","0.83178","0 out of 10","0 out of 9","0 out of 10","0"
"270086","GREAT FALLS CLINIC MEDICAL CENTER","1411 9TH ST S","Great Falls","MT","59405","CASCADE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"370113","INTEGRIS GROVE HOSPITAL","1001 EAST 18TH STREET","Grove","OK","74344","DELAWARE","0.94118","0 out of 10","0 out of 9","0 out of 10","0.96774","2 out of 10","4 out of 9","4 out of 10","4"
"050742","OLYMPIA MEDICAL CENTER","5900 WEST OLYMPIC BOULEVARD","Los Angeles","CA","90036","LOS ANGELES","1.00000","10 out of 10","0 out of 9","10 out of 10","0.96296","1 out of 10","0 out of 9","1 out of 10","11"
"110105","COLQUITT REGIONAL MEDICAL CENTER","3131 THOMASVILLE HWY BOX 40","Moultrie","GA","31768","COLQUITT","1.00000","10 out of 10","9 out of 9","10 out of 10","0.98165","5 out of 10","7 out of 9","7 out of 10","17"
"050022","RIVERSIDE COMMUNITY HOSPITAL","4445 MAGNOLIA AVENUE","Riverside","CA","92501","RIVERSIDE","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","20"
"050732","FRESNO HEART AND SURGICAL HOSPITAL","15 EAST AUDUBON DRIVE","Fresno","CA","93720","FRESNO","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"140240","WESTLAKE COMMUNITY HOSPITAL","1225 LAKE ST","Melrose Park","IL","60160","COOK","0.97222","0 out of 10","0 out of 9","0 out of 10","0.97561","4 out of 10","0 out of 9","4 out of 10","4"
"050104","SAINT FRANCIS MEDICAL CENTER","3630 EAST IMPERIAL HIGHWAY","Lynwood","CA","90262","LOS ANGELES","0.94709","0 out of 10","0 out of 9","0 out of 10","0.97000","3 out of 10","0 out of 9","3 out of 10","3"
"050107","MARIAN REGIONAL MEDICAL CENTER","1400 E CHURCH ST","Santa Maria","CA","93454","SANTA BARBARA","0.98714","4 out of 10","0 out of 9","4 out of 10","0.98558","6 out of 10","0 out of 9","6 out of 10","10"
"420026","SISTERS OF CHARITY PROVIDENCE HOSPITALS","2435 FOREST DR","Columbia","SC","29204","RICHLAND","0.96460","0 out of 10","1 out of 9","1 out of 10","0.94937","0 out of 10","0 out of 9","0 out of 10","1"
"010113","MOBILE INFIRMARY","5 MOBILE INFIRMARY CIRCLE","Mobile","AL","36607","MOBILE","0.97403","0 out of 10","0 out of 9","0 out of 10","0.96364","1 out of 10","2 out of 9","2 out of 10","2"
"050102","PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER","3865 JACKSON STREET","Riverside","CA","92503","RIVERSIDE","0.94932","0 out of 10","4 out of 9","4 out of 10","0.94928","0 out of 10","2 out of 9","2 out of 10","6"
"450723","METHODIST CHARLTON MEDICAL CENTER","3500 W WHEATLAND ROAD","Dallas","TX","75237","DALLAS","0.97235","0 out of 10","0 out of 9","0 out of 10","0.99342","8 out of 10","7 out of 9","8 out of 10","8"
"050168","ST JUDE MEDICAL CENTER","101 E VALENCIA MESA DRIVE","Fullerton","CA","92835","ORANGE","0.95035","0 out of 10","0 out of 9","0 out of 10","0.97333","4 out of 10","5 out of 9","5 out of 10","5"
"260050","ST FRANCIS HOSPITAL & HEALTH SERVICES","2016 SOUTH MAIN ST","Maryville","MO","64468-2655","NODAWAY","0.93750","0 out of 10","0 out of 9","0 out of 10","0.95000","0 out of 10","0 out of 9","0 out of 10","0"
"440193","UNIVERSITY MEDICAL CENTER","1411 BADDOUR PARKWAY","Lebanon","TN","37087","WILSON","0.98958","5 out of 10","6 out of 9","6 out of 10","0.95385","0 out of 10","4 out of 9","4 out of 10","10"
"370013","MERCY HOSPITAL OKLAHOMA CITY, INC","4300 WEST MEMORIAL ROAD","Oklahoma City","OK","73120","OKLAHOMA","1.00000","10 out of 10","9 out of 9","10 out of 10","0.97917","5 out of 10","3 out of 9","5 out of 10","15"
"100048","JAY HOSPITAL","14114 ALABAMA ST","Jay","FL","32565","SANTA ROSA","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","20"
"030064","BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS","1501 NORTH CAMPBELL AVENUE","Tucson","AZ","857245146","PIMA","0.93182","0 out of 10","0 out of 9","0 out of 10","0.85965","0 out of 10","0 out of 9","0 out of 10","0"
"050075","KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND","275 W MACARTHUR BOULEVARD","Oakland","CA","94611","ALAMEDA","0.97744","0 out of 10","0 out of 9","0 out of 10","0.98333","6 out of 10","1 out of 9","6 out of 10","6"
"330128","ELMHURST HOSPITAL CENTER","79-01 BROADWAY","Elmhurst","NY","11373","QUEENS","0.92000","0 out of 10","0 out of 9","0 out of 10","0.97753","5 out of 10","1 out of 9","5 out of 10","5"
"110038","JOHN D ARCHBOLD MEMORIAL HOSPITAL","915 GORDON AVENUE & MIMOSA DRIVE","Thomasville","GA","31792","THOMAS","0.95492","0 out of 10","4 out of 9","4 out of 10","0.95385","0 out of 10","4 out of 9","4 out of 10","8"
"140228","SWEDISH AMERICAN HOSPITAL","1401 EAST STATE STREET","Rockford","IL","61104","WINNEBAGO","0.97134","0 out of 10","0 out of 9","0 out of 10","0.96154","1 out of 10","0 out of 9","1 out of 10","1"
"260025","HANNIBAL REGIONAL HOSPITAL","6000 HOSPITAL DR","Hannibal","MO","63401","MARION","0.96923","0 out of 10","0 out of 9","0 out of 10","0.86139","0 out of 10","0 out of 9","0 out of 10","0"
"120028","NORTH HAWAII COMMUNITY HOSPITAL","67 1125 MAMALAHOA HIGHWAY","Kamuela","HI","96743","HAWAII","0.96552","0 out of 10","2 out of 9","2 out of 10","0.95652","0 out of 10","3 out of 9","3 out of 10","5"
"360360","SOIN MEDICAL CENTER,INDU & RAJ SOIN MEDICAL CENTER","3535 PENTAGON PARK BLVD","Beaver Creek","OH","45431","GREENE","1.00000","10 out of 10","Not Available","10 out of 10","0.98990","7 out of 10","Not Available","7 out of 10","17"
"330058","GENEVA GENERAL HOSPITAL","196 -198 NORTH STREET","Geneva","NY","14456","ONTARIO","0.98276","3 out of 10","0 out of 9","3 out of 10","0.96000","1 out of 10","0 out of 9","1 out of 10","4"
"100183","CORAL GABLES HOSPITAL","3100 DOUGLAS RD","Coral Gables","FL","33134","DADE","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","20"
"260191","BARNES-JEWISH ST PETERS HOSPITAL","10 HOSPITAL DR","Saint Peters","MO","63376-1659","ST. CHARLES","0.99533","8 out of 10","3 out of 9","8 out of 10","0.97959","5 out of 10","0 out of 9","5 out of 10","13"
"190267","FAIRWAY MEDICAL CENTER","67252 INDUSTRY LANE","Covington","LA","70433","ST. TAMMANY","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"100264","OAK HILL HOSPITAL","11375 CORTEZ BLVD","Brooksville","FL","34613","HERNANDO","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","20"
"340133","MARTIN GENERAL HOSPITAL","310 S MCCASKEY RD P O BOX 1128","Williamston","NC","27892","MARTIN","0.96154","0 out of 10","0 out of 9","0 out of 10","0.91667","0 out of 10","0 out of 9","0 out of 10","0"
"070031","GRIFFIN HOSPITAL","130 DIVISION ST","Derby","CT","06418","NEW HAVEN","0.98673","4 out of 10","6 out of 9","6 out of 10","0.99346","8 out of 10","8 out of 9","8 out of 10","14"
"440125","FORT SANDERS REGIONAL MEDICAL CENTER","1901 W CLINCH AVE","Knoxville","TN","37916","KNOX","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","20"
"140208","ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER","4440 W 95TH STREET","Oak Lawn","IL","60453","COOK","1.00000","10 out of 10","0 out of 9","10 out of 10","0.97917","5 out of 10","3 out of 9","5 out of 10","15"
"110124","WAYNE MEMORIAL HOSPITAL","865 SOUTH FIRST STREET","Jesup","GA","31545","WAYNE","0.84694","0 out of 10","0 out of 9","0 out of 10","0.84146","0 out of 10","0 out of 9","0 out of 10","0"
"190241","PHYSICIANS MEDICAL CENTER","218 CORPORATE DRIVE","Houma","LA","70360","TERREBONNE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
