Hospital_Name,Provider ID,State,Fiscal Year,Domain_1_Score,AHRQ_PSI_90_Score,Domain_1_Start_Date,Domain_1_End_Date,Domain_2_Score,CLABSI_Score,CAUTI_Score,Domain_2_Start_Date,Domain_2_End_Date,Total_HAC_Score,Footnotes
"BEAUMONT HOSPITAL, TROY","230269","MI","2015","3.0000","3","07/01/2011","06/30/2013","3.5000","3","4","01/01/2012","12/31/2013","3.3250",""
"OAKWOOD HOSPITAL - TAYLOR","230270","MI","2015","2.0000","2","07/01/2011","06/30/2013","7.0000","8","6","01/01/2012","12/31/2013","5.2500",""
"DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER","230273","MI","2015","10.0000","10","07/01/2011","06/30/2013","5.5000","4","7","01/01/2012","12/31/2013","7.0750",""
"HEALTHSOURCE SAGINAW","230275","MI","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"HURON VALLEY-SINAI HOSPITAL","230277","MI","2015","8.0000","8","07/01/2011","06/30/2013","4.5000","4","5","01/01/2012","12/31/2013","5.7250",""
"BRIGHTON HOSPITAL","230279","MI","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"NORTH MEMORIAL MEDICAL CENTER","240001","MN","2015","5.0000","5","07/01/2011","06/30/2013","7.5000","7","8","01/01/2012","12/31/2013","6.6250",""
"ESSENTIA HEALTH ST MARY'S MEDICAL CENTER","240002","MN","2015","9.0000","9","07/01/2011","06/30/2013","4.5000","4","5","01/01/2012","12/31/2013","6.0750",""
"HENNEPIN COUNTY MEDICAL CENTER","240004","MN","2015","10.0000","10","07/01/2011","06/30/2013","8.5000","7","10","01/01/2012","12/31/2013","9.0250",""
"MAYO CLINIC HOSPITAL ROCHESTER","240010","MN","2015","4.0000","4","07/01/2011","06/30/2013","6.0000","6","6","01/01/2012","12/31/2013","5.3000",""
"MAYO CLINIC HEALTH SYSTEM IN RED WING","240018","MN","2015","2.0000","2","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","2.0000",""
"ESSENTIA HEALTH DULUTH","240019","MN","2015","6.0000","6","07/01/2011","06/30/2013","7.0000","5","9","01/01/2012","12/31/2013","6.6500",""
"CAMBRIDGE MEDICAL CENTER","240020","MN","2015","9.0000","9","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","9.0000",""
"SANFORD  WORTHINGTON MEDICAL CENTER","240022","MN","2015","3.0000","3","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","3.0000",""
"DOUGLAS COUNTY HOSPITAL","240030","MN","2015","8.0000","8","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","3.4500",""
"ST CLOUD HOSPITAL","240036","MN","2015","5.0000","5","07/01/2011","06/30/2013","8.5000","7","10","01/01/2012","12/31/2013","7.2750",""
"MAYO CLINIC HEALTH SYSTEM - ALBERT LEA","240043","MN","2015","3.0000","3","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","3.0000",""
"WINONA HEALTH SERVICES","240044","MN","2015","8.0000","8","07/01/2011","06/30/2013","4.0000","N/A","4","01/01/2012","12/31/2013","5.4000",""
"ST LUKES HOSPITAL","240047","MN","2015","10.0000","10","07/01/2011","06/30/2013","5.5000","1","10","01/01/2012","12/31/2013","7.0750",""
"FAIRVIEW LAKES MEDICAL CENTER","240050","MN","2015","5.0000","5","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","5.0000",""
"LAKE REGION HEALTHCARE CORPORATION","240052","MN","2015","3.0000","3","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","3.0000",""
"ABBOTT NORTHWESTERN HOSPITAL","240057","MN","2015","2.0000","2","07/01/2011","06/30/2013","7.5000","5","10","01/01/2012","12/31/2013","5.5750",""
"ST JOSEPH'S HOSPITAL","240063","MN","2015","5.0000","5","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","5.0000",""
"GRAND ITASCA CLINIC AND HOSPITAL","240064","MN","2015","3.0000","3","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","3.0000",""
"LAKEVIEW MEMORIAL HOSPITAL","240066","MN","2015","3.0000","3","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","3.0000",""
"OWATONNA HOSPITAL","240069","MN","2015","4.0000","4","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","2.0500",""
"NOBLE HOSPITAL","220065","MA","2015","4.0000","4","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","4.0000",""
"MERCY MEDICAL CENTER","220066","MA","2015","8.0000","8","07/01/2011","06/30/2013","6.5000","4","9","01/01/2012","12/31/2013","7.0250",""
"HALLMARK HEALTH SYSTEM","220070","MA","2015","9.0000","9","07/01/2011","06/30/2013","5.5000","3","8","01/01/2012","12/31/2013","6.7250",""
"MASSACHUSETTS GENERAL HOSPITAL","220071","MA","2015","4.0000","4","07/01/2011","06/30/2013","8.5000","7","10","01/01/2012","12/31/2013","6.9250",""
"MORTON HOSPITAL","220073","MA","2015","5.0000","5","07/01/2011","06/30/2013","3.5000","1","6","01/01/2012","12/31/2013","4.0250",""
"SOUTHCOAST HOSPITAL GROUP, INC","220074","MA","2015","1.0000","1","07/01/2011","06/30/2013","7.0000","5","9","01/01/2012","12/31/2013","4.9000",""
"BAYSTATE MEDICAL CENTER","220077","MA","2015","1.0000","1","07/01/2011","06/30/2013","8.0000","6","10","01/01/2012","12/31/2013","5.5500",""
"BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM","220083","MA","2015","3.0000","3","07/01/2011","06/30/2013","4.5000","1","8","01/01/2012","12/31/2013","3.9750",""
"EMERSON HOSPITAL","220084","MA","2015","8.0000","8","07/01/2011","06/30/2013","5.0000","4","6","01/01/2012","12/31/2013","6.0500",""
"BETH ISRAEL DEACONESS MEDICAL CENTER","220086","MA","2015","10.0000","10","07/01/2011","06/30/2013","7.0000","4","10","01/01/2012","12/31/2013","8.0500",""
"NEW ENGLAND BAPTIST HOSPITAL","220088","MA","2015","1.0000","1","07/01/2011","06/30/2013","5.5000","5","6","01/01/2012","12/31/2013","3.9250",""
"HEYWOOD HOSPITAL","220095","MA","2015","8.0000","8","07/01/2011","06/30/2013","9.0000","10","8","01/01/2012","12/31/2013","8.6500",""
"NASHOBA VALLEY MEDICAL CENTER","220098","MA","2015","2.0000","2","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","1.3500",""
"SOUTH SHORE HOSPITAL","220100","MA","2015","1.0000","1","07/01/2011","06/30/2013","3.5000","3","4","01/01/2012","12/31/2013","2.6250",""
"WINCHESTER HOSPITAL","220105","MA","2015","8.0000","8","07/01/2011","06/30/2013","3.5000","1","6","01/01/2012","12/31/2013","5.0750",""
"BETH ISRAEL DEACONESS HOSPITAL-MILTON INC","220108","MA","2015","5.0000","5","07/01/2011","06/30/2013","2.0000","1","3","01/01/2012","12/31/2013","3.0500",""
"BRIGHAM AND WOMEN'S HOSPITAL","220110","MA","2015","10.0000","10","07/01/2011","06/30/2013","7.0000","6","8","01/01/2012","12/31/2013","8.0500",""
"TUFTS MEDICAL CENTER","220116","MA","2015","10.0000","10","07/01/2011","06/30/2013","6.5000","4","9","01/01/2012","12/31/2013","7.7250",""
"BRIGHAM AND WOMEN'S FAULKNER HOSPITAL","220119","MA","2015","1.0000","1","07/01/2011","06/30/2013","7.5000","7","8","01/01/2012","12/31/2013","5.2250",""
"UMASS MEMORIAL MEDICAL CENTER INC","220163","MA","2015","6.0000","6","07/01/2011","06/30/2013","6.5000","3","10","01/01/2012","12/31/2013","6.3250",""
"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON","220171","MA","2015","10.0000","10","07/01/2011","06/30/2013","6.0000","5","7","01/01/2012","12/31/2013","7.4000",""
"ST MARY MERCY HOSPITAL","230002","MI","2015","1.0000","1","07/01/2011","06/30/2013","3.0000","3","3","01/01/2012","12/31/2013","2.3000",""
"SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL","230003","MI","2015","4.0000","4","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","4.0000",""
"MERCY HEALTH PARTNERS, MERCY CAMPUS","230004","MI","2015","4.0000","4","07/01/2011","06/30/2013","4.5000","5","4","01/01/2012","12/31/2013","4.3250",""
"EMMA L BIXBY MEDICAL CENTER","230005","MI","2015","2.0000","2","07/01/2011","06/30/2013","1.0000","1","1","01/01/2012","12/31/2013","1.3500",""
"THREE RIVERS HEALTH","230015","MI","2015","6.0000","6","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","6.0000",""
"OAKWOOD HOSPITAL - DEARBORN","230020","MI","2015","8.0000","8","07/01/2011","06/30/2013","8.5000","8","9","01/01/2012","12/31/2013","8.3250",""
"LAKELAND HOSPITAL, ST JOSEPH","230021","MI","2015","2.0000","2","07/01/2011","06/30/2013","9.5000","9","10","01/01/2012","12/31/2013","6.8750",""
"COMMUNITY HEALTH CENTER OF BRANCH COUNTY","230022","MI","2015","1.0000","1","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","1.0000",""
"SINAI-GRACE HOSPITAL","230024","MI","2015","10.0000","10","07/01/2011","06/30/2013","5.0000","5","5","01/01/2012","12/31/2013","6.7500",""
"ST JOSEPH MERCY OAKLAND","230029","MI","2015","8.0000","8","07/01/2011","06/30/2013","5.0000","5","5","01/01/2012","12/31/2013","6.0500",""
"MIDMICHIGAN MEDICAL CENTER-GRATIOT","230030","MI","2015","1.0000","1","07/01/2011","06/30/2013","1.0000","1","1","01/01/2012","12/31/2013","1.0000",""
"ST JOSEPH MERCY PORT HURON","230031","MI","2015","9.0000","9","07/01/2011","06/30/2013","8.0000","10","6","01/01/2012","12/31/2013","8.3500",""
"ALPENA REGIONAL MEDICAL CENTER","230036","MI","2015","8.0000","8","07/01/2011","06/30/2013","4.0000","1","7","01/01/2012","12/31/2013","5.4000",""
"HILLSDALE COMMUNITY HEALTH CENTER","230037","MI","2015","9.0000","9","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","3.8000",""
"SPECTRUM HEALTH - BUTTERWORTH CAMPUS","230038","MI","2015","10.0000","10","07/01/2011","06/30/2013","8.5000","7","10","01/01/2012","12/31/2013","9.0250",""
"PENNOCK HOSPITAL","230040","MI","2015","4.0000","4","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","2.0500",""
"HENRY FORD MACOMB HOSPITAL","230047","MI","2015","10.0000","10","07/01/2011","06/30/2013","6.5000","7","6","01/01/2012","12/31/2013","7.7250",""
"MARQUETTE GENERAL HOSPITAL","230054","MI","2015","6.0000","6","07/01/2011","06/30/2013","3.0000","4","2","01/01/2012","12/31/2013","4.0500",""
"MUNSON HEALTHCARE GRAYLING HOSPITAL","230058","MI","2015","5.0000","5","07/01/2011","06/30/2013","4.0000","N/A","4","01/01/2012","12/31/2013","4.3500",""
"SAINT JOSEPH MERCY LIVINGSTON HOSPITAL","230069","MI","2015","6.0000","6","07/01/2011","06/30/2013","4.0000","1","7","01/01/2012","12/31/2013","4.7000",""
"STRAITH HOSPITAL FOR SPECIAL SURGERY","230071","MI","2015","6.0000","6","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","6.0000",""
"HOLLAND COMMUNITY HOSPITAL","230072","MI","2015","2.0000","2","07/01/2011","06/30/2013","8.0000","8","8","01/01/2012","12/31/2013","5.9000",""
"BRONSON BATTLE CREEK HOSPITAL","230075","MI","2015","7.0000","7","07/01/2011","06/30/2013","8.0000","8","8","01/01/2012","12/31/2013","7.6500",""
"LAKELAND COMMUNITY HOSPITAL, WATERVLIET","230078","MI","2015","5.0000","5","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","5.0000",""
"MCLAREN CENTRAL MICHIGAN","230080","MI","2015","1.0000","1","07/01/2011","06/30/2013","2.0000","1","3","01/01/2012","12/31/2013","1.6500",""
"MUNSON HEALTHCARE CADILLAC HOSPITAL","230081","MI","2015","10.0000","10","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","4.1500",""
"SOUTH HAVEN COMMUNITY HOSPITAL","230085","MI","2015","5.0000","5","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","5.0000",""
"SPECTRUM HEALTH BIG RAPIDS HOSPITAL","230093","MI","2015","6.0000","6","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","6.0000",""
"STURGIS HOSPITAL","230096","MI","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"MUNSON MEDICAL CENTER","230097","MI","2015","2.0000","2","07/01/2011","06/30/2013","4.5000","7","2","01/01/2012","12/31/2013","3.6250",""
"MERCY MEMORIAL HOSPITAL SYSTEM","230099","MI","2015","10.0000","10","07/01/2011","06/30/2013","6.0000","4","8","01/01/2012","12/31/2013","7.4000",""
"TAWAS ST JOSEPH HOSPITAL","230100","MI","2015","2.0000","2","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","2.0000",""
"MCLAREN - NORTHERN MICHIGAN","230105","MI","2015","3.0000","3","07/01/2011","06/30/2013","7.0000","4","10","01/01/2012","12/31/2013","5.6000",""
"PORTAGE HEALTH","230108","MI","2015","8.0000","8","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","8.0000",""
"MEMORIAL MEDICAL CENTER OF WEST MICHIGAN","230110","MI","2015","3.0000","3","07/01/2011","06/30/2013","6.0000","N/A","6","01/01/2012","12/31/2013","4.9500",""
"BORGESS MEDICAL CENTER","230117","MI","2015","9.0000","9","07/01/2011","06/30/2013","8.0000","7","9","01/01/2012","12/31/2013","8.3500",""
"HURON MEDICAL CENTER","230118","MI","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"BEAUMONT HOSPITAL, ROYAL OAK","230130","MI","2015","10.0000","10","07/01/2011","06/30/2013","5.0000","5","5","01/01/2012","12/31/2013","6.7500",""
"HURLEY MEDICAL CENTER","230132","MI","2015","9.0000","9","07/01/2011","06/30/2013","8.5000","8","9","01/01/2012","12/31/2013","8.6750",""
"OTSEGO MEMORIAL HOSPITAL","230133","MI","2015","2.0000","2","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","1.3500",""
"FOREST HEALTH MEDICAL CENTER","230144","MI","2015","2.0000","2","07/01/2011","06/30/2013","10.0000","10","10","01/01/2012","12/31/2013","7.2000",""
"HENRY FORD WYANDOTTE HOSPITAL","230146","MI","2015","3.0000","3","07/01/2011","06/30/2013","5.5000","7","4","01/01/2012","12/31/2013","4.6250",""
"ST JOSEPH MERCY HOSPITAL","230156","MI","2015","10.0000","10","07/01/2011","06/30/2013","5.0000","2","8","01/01/2012","12/31/2013","6.7500",""
"ST JOHN HOSPITAL AND MEDICAL CENTER","230165","MI","2015","7.0000","7","07/01/2011","06/30/2013","6.5000","4","9","01/01/2012","12/31/2013","6.6750",""
"MCLAREN - GREATER LANSING","230167","MI","2015","6.0000","6","07/01/2011","06/30/2013","9.5000","9","10","01/01/2012","12/31/2013","8.2750",""
"ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CT","180115","KY","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"JACKSON PURCHASE MEDICAL CENTER","180116","KY","2015","5.0000","5","07/01/2011","06/30/2013","9.0000","10","8","01/01/2012","12/31/2013","7.6000",""
"PARKWAY REGIONAL HOSPITAL","180117","KY","2015","4.0000","4","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","4.0000",""
"GREENVIEW REGIONAL HOSPITAL","180124","KY","2015","1.0000","1","07/01/2011","06/30/2013","9.5000","9","10","01/01/2012","12/31/2013","6.5250",""
"FRANKFORT REGIONAL MEDICAL CENTER","180127","KY","2015","2.0000","2","07/01/2011","06/30/2013","7.0000","8","6","01/01/2012","12/31/2013","5.2500",""
"THREE RIVERS MEDICAL CENTER","180128","KY","2015","7.0000","7","07/01/2011","06/30/2013","7.0000","N/A","7","01/01/2012","12/31/2013","7.0000",""
"BAPTIST HEALTH LOUISVILLE","180130","KY","2015","6.0000","6","07/01/2011","06/30/2013","7.5000","7","8","01/01/2012","12/31/2013","6.9750",""
"LAKE CUMBERLAND REGIONAL HOSPITAL","180132","KY","2015","6.0000","6","07/01/2011","06/30/2013","5.0000","4","6","01/01/2012","12/31/2013","5.3500",""
"BAPTIST HEALTH LA GRANGE","180138","KY","2015","8.0000","8","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","3.4500",""
"KENTUCKY RIVER MEDICAL CENTER","180139","KY","2015","2.0000","2","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","1.3500",""
"UNIVERSITY OF LOUISVILLE HOSPITAL","180141","KY","2015","6.0000","6","07/01/2011","06/30/2013","9.5000","10","9","01/01/2012","12/31/2013","8.2750",""
"SAINT JOSEPH EAST","180143","KY","2015","8.0000","8","07/01/2011","06/30/2013","7.0000","7","7","01/01/2012","12/31/2013","7.3500",""
"LAFAYETTE GENERAL MEDICAL CENTER","190002","LA","2015","2.0000","2","07/01/2011","06/30/2013","8.0000","8","8","01/01/2012","12/31/2013","5.9000",""
"CHARITY HOSPITAL & MEDICAL CENTER OF LOUISIANA AT","190005","LA","2015","10.0000","10","07/01/2011","06/30/2013","9.0000","9","9","01/01/2012","12/31/2013","9.3500",""
"UNIVERSITY HOSPITAL & CLINICS","190006","LA","2015","7.0000","7","07/01/2011","06/30/2013","8.5000","10","7","01/01/2012","12/31/2013","7.9750",""
"NATCHITOCHES REGIONAL MEDICAL CENTER","190007","LA","2015","2.0000","2","07/01/2011","06/30/2013","6.0000","N/A","6","01/01/2012","12/31/2013","4.6000",""
"TERREBONNE GENERAL MEDICAL CENTER","190008","LA","2015","3.0000","3","07/01/2011","06/30/2013","8.0000","7","9","01/01/2012","12/31/2013","6.2500",""
"UNIVERSITY HEALTH CONWAY","190011","LA","2015","4.0000","4","07/01/2011","06/30/2013","8.5000","10","7","01/01/2012","12/31/2013","6.9250",""
"TECHE REGIONAL MEDICAL CENTER","190014","LA","2015","5.0000","5","07/01/2011","06/30/2013","7.5000","10","5","01/01/2012","12/31/2013","6.6250",""
"OPELOUSAS GENERAL HEALTH SYSTEM","190017","LA","2015","4.0000","4","07/01/2011","06/30/2013","8.0000","10","6","01/01/2012","12/31/2013","6.6000",""
"CHRISTUS ST FRANCES CABRINI HOSPITAL","190019","LA","2015","8.0000","8","07/01/2011","06/30/2013","8.5000","9","8","01/01/2012","12/31/2013","8.3250",""
"LANE REGIONAL MEDICAL CENTER","190020","LA","2015","8.0000","8","07/01/2011","06/30/2013","4.5000","8","1","01/01/2012","12/31/2013","5.7250",""
"SAVOY MEDICAL CENTER","190025","LA","2015","2.0000","2","07/01/2011","06/30/2013","1.0000","1","1","01/01/2012","12/31/2013","1.3500",""
"CHRISTUS ST PATRICK HOSPITAL","190027","LA","2015","5.0000","5","07/01/2011","06/30/2013","7.5000","9","6","01/01/2012","12/31/2013","6.6250",""
"ABBEVILLE GENERAL HOSPITAL","190034","LA","2015","5.0000","5","07/01/2011","06/30/2013","4.0000","1","7","01/01/2012","12/31/2013","4.3500",""
"OCHSNER MEDICAL CENTER","190036","LA","2015","7.0000","7","07/01/2011","06/30/2013","4.5000","4","5","01/01/2012","12/31/2013","5.3750",""
"WEST JEFFERSON MEDICAL CENTER","190039","LA","2015","5.0000","5","07/01/2011","06/30/2013","4.5000","4","5","01/01/2012","12/31/2013","4.6750",""
"CHRISTUS HEALTH SHREVEPORT - BOSSIER","190041","LA","2015","7.0000","7","07/01/2011","06/30/2013","6.0000","7","5","01/01/2012","12/31/2013","6.3500",""
"ACADIA GENERAL HOSPITAL","190044","LA","2015","5.0000","5","07/01/2011","06/30/2013","1.0000","1","1","01/01/2012","12/31/2013","2.4000",""
"ST TAMMANY PARISH HOSPITAL","190045","LA","2015","8.0000","8","07/01/2011","06/30/2013","5.0000","5","5","01/01/2012","12/31/2013","6.0500",""
"BEAUREGARD MEMORIAL HOSPITAL","190050","LA","2015","9.0000","9","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","3.8000",""
"JENNINGS AMERICAN LEGION HOSPITAL","190053","LA","2015","3.0000","3","07/01/2011","06/30/2013","9.0000","N/A","9","01/01/2012","12/31/2013","6.9000",""
"IBERIA GENERAL HOSPITAL AND MEDICAL CENTER","190054","LA","2015","1.0000","1","07/01/2011","06/30/2013","1.0000","1","1","01/01/2012","12/31/2013","1.0000",""
"LAKE CHARLES MEMORIAL HOSPITAL","190060","LA","2015","6.0000","6","07/01/2011","06/30/2013","6.5000","8","5","01/01/2012","12/31/2013","6.3250",""
"OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER","190064","LA","2015","10.0000","10","07/01/2011","06/30/2013","5.5000","6","5","01/01/2012","12/31/2013","7.0750",""
"BATON ROUGE GENERAL MEDICAL CENTER","190065","LA","2015","2.0000","2","07/01/2011","06/30/2013","8.5000","7","10","01/01/2012","12/31/2013","6.2250",""
"ST CHARLES PARISH HOSPITAL","190079","LA","2015","4.0000","4","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","2.0500",""
"WEST CARROLL MEMORIAL HOSPITAL","190081","LA","2015","6.0000","6","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","6.0000",""
"NORTHERN LOUISIANA MEDICAL CENTER","190086","LA","2015","6.0000","6","07/01/2011","06/30/2013","3.5000","6","1","01/01/2012","12/31/2013","4.3750",""
"SPRINGHILL MEDICAL CENTER","190088","LA","2015","4.0000","4","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","4.0000",""
"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC","190102","LA","2015","4.0000","4","07/01/2011","06/30/2013","5.5000","8","3","01/01/2012","12/31/2013","4.9750",""
"OAKDALE COMMUNITY HOSPITAL","190106","LA","2015","3.0000","3","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","3.0000",""
"WILLIS KNIGHTON MEDICAL CENTER","190111","LA","2015","9.0000","9","07/01/2011","06/30/2013","7.5000","9","6","01/01/2012","12/31/2013","8.0250",""
"HOMER MEMORIAL HOSPITAL","190114","LA","2015","3.0000","3","07/01/2011","06/30/2013","5.0000","9","1","01/01/2012","12/31/2013","4.3000",""
"MOREHOUSE GENERAL HOSPITAL","190116","LA","2015","3.0000","3","07/01/2011","06/30/2013","5.0000","N/A","5","01/01/2012","12/31/2013","4.3000",""
"ST FRANCIS MEDICAL CENTER","190125","LA","2015","1.0000","1","07/01/2011","06/30/2013","6.0000","9","3","01/01/2012","12/31/2013","4.2500",""
"ALLEN PARISH HOSPITAL","190133","LA","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"FRANKLIN MEDICAL CENTER","190140","LA","2015","5.0000","5","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","5.0000",""
"MINDEN MEDICAL CENTER","190144","LA","2015","3.0000","3","07/01/2011","06/30/2013","4.0000","5","3","01/01/2012","12/31/2013","3.6500",""
