Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,AMI-7a Performance Rate,AMI-7a Achievement Points,AMI-7a Improvement Points,AMI-7a Measure Score,AMI-8a Performance Rate,AMI-8a Achievement Points,AMI-8a Improvement Points,AMI-8a Measure Score,AMI Condition/Procedure Score
"100290","VILLAGES REGIONAL HOSPITAL, THE","1451 EL CAMINO REAL","The Villages","FL","32159","SUMTER","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"390203","DOYLESTOWN HOSPITAL","595 WEST STATE ST","Doylestown","PA","18901","BUCKS","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"100224","UNIVERSITY HOSPITAL AND MEDICAL CENTER","7201 N UNIVERSITY DR","Tamarac","FL","33321","BROWARD","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"330265","CLIFTON SPRINGS HOSPITAL AND CLINIC","2 COULTER ROAD","Clifton Springs","NY","14432","ONTARIO","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"340155","DUKE REGIONAL HOSPITAL","3643 N ROXBORO ROAD","Durham","NC","27704","DURHAM","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"030092","JOHN C LINCOLN DEER VALLEY HOSPITAL","19829 NORTH 27TH AVENUE","Phoenix","AZ","850274002","MARICOPA","Not Available","Not Available","Not Available","Not Available","0.97727","5 out of 10","0 out of 9","5 out of 10","5"
"260116","MINERAL AREA REGIONAL MEDICAL CENTER","1212 WEBER RD","Farmington","MO","63640-3325","ST. FRANCOIS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"160104","TRINITY BETTENDORF","4500 UTICA RIDGE ROAD","Bettendorf","IA","52722","SCOTT","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","Not Available","10 out of 10","10"
"230096","STURGIS HOSPITAL","916 MYRTLE AVE","Sturgis","MI","49091","ST. JOSEPH","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"140064","ST MARY MEDICAL CENTER","3333 NORTH SEMINARY","Galesburg","IL","61401","KNOX","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"160082","IOWA METHODIST MEDICAL CENTER","1200 PLEASANT STREET","Des Moines","IA","50309","POLK","Not Available","Not Available","Not Available","Not Available","0.95000","0 out of 10","6 out of 9","6 out of 10","6"
"150175","THE HEART HOSPITAL AT DEACONESS GATEWAY LLC","4007 GATEWAY BLVD","Newburgh","IN","47630","WARRICK","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"360029","WOOD COUNTY HOSPITAL","950 WEST WOOSTER STREET","Bowling Green","OH","43402","WOOD","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"440033","TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER","923 EAST CENTRAL AVENUE","La Follette","TN","37766","CAMPBELL","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"390231","ABINGTON MEMORIAL HOSPITAL","1200 OLD YORK ROAD","Abington","PA","19001","MONTGOMERY","Not Available","Not Available","Not Available","Not Available","0.96000","2 out of 10","6 out of 9","6 out of 10","6"
"100253","JUPITER MEDICAL CENTER","1210 S OLD DIXIE HWY","Jupiter","FL","33458","PALM BEACH","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"190044","ACADIA GENERAL HOSPITAL","1305 CROWLEY RAYNE HIGHWAY","Crowley","LA","70526","ACADIA","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"110018","NEWTON MEDICAL CENTER","5126 HOSPITAL DRIVE NE","Covington","GA","30014","NEWTON","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"110086","WASHINGTON COUNTY REGIONAL MEDICAL CENTER","610 SPARTA ROAD","Sandersville","GA","31082","WASHINGTON","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"180024","SPRING VIEW HOSPITAL","320 LORETTO ROAD","Lebanon","KY","40033","MARION","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"230069","SAINT JOSEPH MERCY LIVINGSTON HOSPITAL","620 BYRON RD","Howell","MI","48843","LIVINGSTON","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"260059","MERCY HOSPITAL LEBANON","100 HOSPITAL DRIVE","Lebanon","MO","65536-9210","LACLEDE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"070021","WINDHAM COMM MEM HOSP & HATCH HOSP","112 MANSFIELD AVE","Willimantic","CT","06226","WINDHAM","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"240075","ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER","523 NORTH 3RD STREET","Brainerd","MN","56401","CROW WING","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"370203","COMMUNITY HOSPITAL, LLC","3100 SOUTHWEST 89TH STREET","Oklahoma City","OK","73159","OKLAHOMA","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"340106","SANDHILLS REGIONAL MEDICAL CENTER","1000 WEST HAMLET AVENUE","Hamlet","NC","28345","RICHMOND","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450883","BAYLOR MEDICAL CENTER AT TROPHY CLUB","2850  E STATE HIGHWAY 114","Trophy Club","TX","76262","DENTON","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"110006","ST MARY'S HOSPITAL","1230 BAXTER STREET","Athens","GA","30606","CLARKE","Not Available","Not Available","Not Available","Not Available","0.94737","0 out of 10","0 out of 9","0 out of 10","0"
"150115","MEMORIAL HOSPITAL AND HEALTH CARE CENTER","800 W 9TH ST","Jasper","IN","47546","DUBOIS","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"250122","NATCHEZ COMMUNITY HOSPITAL","129 JEFFERSON DAVIS BLVD BOX 1203","Natchez","MS","39120","ADAMS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"370216","TULSA SPINE & SPECIALTY HOSPITAL","6901 SOUTH OLYMPIA AVENUE","Tulsa","OK","74132","TULSA","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"420070","TUOMEY HEALTHCARE SYSTEM","129 N WASHINGTON ST","Sumter","SC","29150","SUMTER","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"050329","CORONA REGIONAL MEDICAL CENTER","800 SOUTH MAIN STREET","Corona","CA","92882","RIVERSIDE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"420011","CANNON MEMORIAL HOSPITAL","123 MEDICAL PARK DRIVE PO BOX 188","Pickens","SC","29671","PICKENS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"520033","RIVERVIEW HOSPITAL ASSOC","410 DEWEY ST","Wisconsin Rapids","WI","54495","WOOD","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"370032","DEACONESS HOSPITAL","5501 NORTH PORTLAND AVENUE","Oklahoma City","OK","73112","OKLAHOMA","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"330234","WESTCHESTER MEDICAL CENTER","100 WOODS RD","Valhalla","NY","10595","WESTCHESTER","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"250058","SOUTH CENTRAL REG MED CTR","1220 JEFFERSON ST BOX 607","Laurel","MS","39440","JONES","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"340068","COLUMBUS REGIONAL HEALTHCARE SYSTEM","500 JEFFERSON ST","Whiteville","NC","28472","COLUMBUS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"030023","FLAGSTAFF MEDICAL CENTER","1200 NORTH BEAVER STREET","Flagstaff","AZ","86002","COCONINO","Not Available","Not Available","Not Available","Not Available","0.83333","0 out of 10","0 out of 9","0 out of 10","0"
"220098","NASHOBA VALLEY MEDICAL CENTER","200 GROTON ROAD","Ayer","MA","01432","MIDDLESEX","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"390160","CANONSBURG GENERAL HOSPITAL","100 MEDICAL BOULEVARD","Canonsburg","PA","15317","WASHINGTON","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"390111","HOSPITAL OF UNIV OF PENNSYLVANIA","34TH & SPRUCE STS","Philadelphia","PA","19104","PHILADELPHIA","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"390079","ROBERT PACKER HOSPITAL","ONE GUTHRIE SQUARE","Sayre","PA","18840","BRADFORD","Not Available","Not Available","Not Available","Not Available","0.88372","0 out of 10","0 out of 9","0 out of 10","0"
"380060","ADVENTIST MEDICAL CENTER","10123 SE MARKET STREET","Portland","OR","97216","MULTNOMAH","Not Available","Not Available","Not Available","Not Available","0.95522","1 out of 10","2 out of 9","2 out of 10","2"
"450165","SOUTH TEXAS REGIONAL MEDICAL CENTER","1905 HWY 97 EAST","Jourdanton","TX","78026","ATASCOSA","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"180035","ST ELIZABETH MEDICAL CENTER","1 MEDICAL VILLAGE DRIVE","Edgewood","KY","41017","KENTON","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"050057","KAWEAH DELTA MEDICAL CENTER","400 W MINERAL KING AVE","Visalia","CA","93291","TULARE","Not Available","Not Available","Not Available","Not Available","0.93671","0 out of 10","6 out of 9","6 out of 10","6"
"140275","GENESIS HEALTH SYSTEM","801 ILLINI DRIVE","Silvis","IL","61282","ROCK ISLAND","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"330396","WOODHULL MEDICAL AND MENTAL HEALTH CENTER","760 BROADWAY","Brooklyn","NY","11206","KINGS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"410006","NEWPORT HOSPITAL","FRIENDSHIP STREET","Newport","RI","02840","NEWPORT","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450475","ETMC HENDERSON","300 WILSON STREET","Henderson","TX","75652","RUSK","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"360044","WAYNE HOSPITAL","835 SWEITZER STREET","Greenville","OH","45331","DARKE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"360051","MIAMI VALLEY HOSPITAL","ONE WYOMING STREET","Dayton","OH","45409","MONTGOMERY","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"160033","GENESIS MEDICAL CENTER-DAVENPORT","1227 EAST RUSHOLME STREET","Davenport","IA","52803","SCOTT","Not Available","Not Available","Not Available","Not Available","0.97222","4 out of 10","7 out of 9","7 out of 10","7"
"230054","MARQUETTE GENERAL HOSPITAL","420 W MAGNETIC","Marquette","MI","49855","MARQUETTE","Not Available","Not Available","Not Available","Not Available","0.96875","3 out of 10","7 out of 9","7 out of 10","7"
"390168","BUTLER MEMORIAL HOSPITAL","ONE HOSPITAL WAY","Butler","PA","16001","BUTLER","Not Available","Not Available","Not Available","Not Available","0.94444","0 out of 10","5 out of 9","5 out of 10","5"
"340053","NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER","200 HAWTHORNE LANE BOX 33549","Charlotte","NC","28204","MECKLENBURG","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"510012","PLEASANT VALLEY HOSPITAL","2520 VALLEY DRIVE","Point Pleasant","WV","25550","MASON","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"510013","REYNOLDS MEMORIAL HOSPITAL","800 WHEELING AVE","Glen Dale","WV","26038","MARSHALL","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","Mobile","AL","36617","MOBILE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"110107","MEDICAL CENTER OF CENTRAL GEORGIA","777 HEMLOCK STREET","Macon","GA","31201","BIBB","Not Available","Not Available","Not Available","Not Available","0.96875","3 out of 10","7 out of 9","7 out of 10","7"
"100088","BAPTIST MEDICAL CENTER","800 PRUDENTIAL DR","Jacksonville","FL","32207","DUVAL","Not Available","Not Available","Not Available","Not Available","0.94872","0 out of 10","0 out of 9","0 out of 10","0"
"440227","TRISTAR STONECREST MEDICAL CENTER","200 STONECREST BOULEVARD","Smyrna","TN","37167","RUTHERFORD","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","Not Available","10 out of 10","10"
"110003","MAYO CLINIC HEALTH SYSTEM IN WAYCROSS, INC","1900 TEBEAU STREET","Waycross","GA","31501","WARE","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
